frame_idx,time_sec,track_id,castor_detected,person_detected,min_person_to_castor_px,min_hand_to_castor_px,near_robot,probable_contact,inside_robot_zone,interaction_score_frame,interaction_label_frame
3526,117.65086666666667,6,1,1,983.4182684297868,798.3048706054688,0,0,0,0.0,nula
3527,117.68423333333334,4,1,1,537.5707385935016,371.1017761230469,0,0,0,0.0,nula
3527,117.68423333333334,6,1,1,983.9061894812545,799.7116394042969,0,0,0,0.0,nula
3528,117.7176,4,1,1,537.646395963638,370.46051025390625,0,0,0,0.0,nula
3528,117.7176,6,1,1,984.4669249613844,798.7384033203125,0,0,0,0.0,nula
3529,117.75096666666667,4,1,1,537.7343426223728,371.1502380371094,0,0,0,0.0,nula
3529,117.75096666666667,6,1,1,985.0877849584433,801.1156311035156,0,0,0,0.0,nula
3530,117.78433333333334,4,1,1,537.8015569825002,371.4005126953125,0,0,0,0.0,nula
3530,117.78433333333334,6,1,1,985.4613200356534,801.7904663085938,0,0,0,0.0,nula
3531,117.8177,4,1,1,537.9713354544626,371.214599609375,0,0,0,0.0,nula
3531,117.8177,6,1,1,985.7798813166005,801.2156372070312,0,0,0,0.0,nula
3532,117.85106666666667,4,1,1,538.0118335254551,370.7953186035156,0,0,0,0.0,nula
3532,117.85106666666667,6,1,1,985.929753616752,801.2428894042969,0,0,0,0.0,nula
3533,117.88443333333333,4,1,1,538.0225005596457,371.26580810546875,0,0,0,0.0,nula
3533,117.88443333333333,6,1,1,985.9797934154728,800.12060546875,0,0,0,0.0,nula
3534,117.9178,4,1,1,538.0870829046389,370.82855224609375,0,0,0,0.0,nula
3534,117.9178,6,1,1,986.0609669126111,800.161865234375,0,0,0,0.0,nula
3535,117.95116666666667,4,1,1,538.2268921433529,371.65740966796875,0,0,0,0.0,nula
3535,117.95116666666667,6,1,1,986.2473975976,801.6788940429688,0,0,0,0.0,nula
3536,117.98453333333333,4,1,1,538.2806856995873,371.39691162109375,0,0,0,0.0,nula
3536,117.98453333333333,6,1,1,986.3671636952165,800.8233032226562,0,0,0,0.0,nula
3537,118.0179,4,1,1,538.2898976066906,370.8740234375,0,0,0,0.0,nula
3537,118.0179,6,1,1,986.3560622735376,800.2981567382812,0,0,0,0.0,nula
3538,118.05126666666666,4,1,1,538.3122652594768,371.28875732421875,0,0,0,0.0,nula
3538,118.05126666666666,6,1,1,986.3423059867769,800.9411010742188,0,0,0,0.0,nula
3539,118.08463333333333,4,1,1,538.2972193442611,370.218505859375,0,0,0,0.0,nula
3539,118.08463333333333,6,1,1,986.3011793583223,799.9463500976562,0,0,0,0.0,nula
3540,118.11800000000001,4,1,1,537.8715069224758,367.4500427246094,0,0,0,0.0,nula
3540,118.11800000000001,6,1,1,985.9485817280251,797.5660705566406,0,0,0,0.0,nula
3541,118.15136666666668,4,1,1,537.6022680578801,367.46380615234375,0,0,0,0.0,nula
3541,118.15136666666668,6,1,1,985.6857201352537,797.493408203125,0,0,0,0.0,nula
3541,118.15136666666668,31,1,1,103.20990630143189,0.0,1,1,1,89.67900936985681,alta
3542,118.18473333333334,4,1,1,537.4217731120997,367.50714111328125,0,0,0,0.0,nula
3542,118.18473333333334,6,1,1,985.5534048973966,797.9425659179688,0,0,0,0.0,nula
3542,118.18473333333334,31,1,1,103.31829656788743,0.0,1,1,1,89.64287928103829,alta
3543,118.2181,4,1,1,537.2736243478194,367.2335205078125,0,0,0,0.0,nula
3543,118.2181,6,1,1,985.3865467385804,797.4462280273438,0,0,0,0.0,nula
3544,118.25146666666667,4,1,1,537.1046998010664,366.8774108886719,0,0,0,0.0,nula
3544,118.25146666666667,6,1,1,985.3916270066142,797.9889221191406,0,0,0,0.0,nula
3545,118.28483333333334,4,1,1,536.9433643274378,366.8504638671875,0,0,0,0.0,nula
3545,118.28483333333334,6,1,1,985.0854883456761,797.8003540039062,0,0,0,0.0,nula
3545,118.28483333333334,31,1,1,103.0621609065426,0.0,1,1,1,89.75354889699287,alta
3546,118.3182,4,1,1,536.7755880400988,366.93780517578125,0,0,0,0.0,nula
3546,118.3182,6,1,1,983.4289613837393,801.0911865234375,0,0,0,0.0,nula
3546,118.3182,31,1,1,102.98403479799413,0.0,1,1,1,89.71982594552856,alta
3547,118.35156666666667,4,1,1,536.7106744768599,367.3563232421875,0,0,0,0.0,nula
3547,118.35156666666667,6,1,1,983.4901045165159,804.21728515625,0,0,0,0.0,nula
3548,118.38493333333334,4,1,1,536.6697645321909,368.5723876953125,0,0,0,0.0,nula
3548,118.38493333333334,6,1,1,982.7796906253095,803.4701538085938,0,0,0,0.0,nula
3548,118.38493333333334,31,1,1,103.08923497544443,0.0,1,1,1,89.66652979438382,alta
3549,118.4183,4,1,1,536.6424736173856,368.7268371582031,0,0,0,0.0,nula
3549,118.4183,6,1,1,982.4761592329821,804.5333557128906,0,0,0,0.0,nula
3549,118.4183,31,1,1,103.16983718958642,0.0,1,1,1,89.66420909774155,alta
3550,118.45166666666667,4,1,1,536.6046735130568,368.4715576171875,0,0,0,0.0,nula
3550,118.45166666666667,6,1,1,983.7483890098658,805.736328125,0,0,0,0.0,nula
3550,118.45166666666667,31,1,1,103.22899801517642,0.0,1,1,1,89.66329600584469,alta
3551,118.48503333333333,4,1,1,536.5825981541686,368.70831298828125,0,0,0,0.0,nula
3551,118.48503333333333,6,1,1,984.6104405225069,802.2525634765625,0,0,0,0.0,nula
3551,118.48503333333333,31,1,1,103.30418165850072,0.0,1,1,1,89.65203898404091,alta
3552,118.5184,4,1,1,536.599646706606,368.23028564453125,0,0,0,0.0,nula
3552,118.5184,6,1,1,985.1168438628526,801.8339233398438,0,0,0,0.0,nula
3552,118.5184,31,1,1,103.43463258943808,0.0,1,1,1,89.62609819050414,alta
3553,118.55176666666667,4,1,1,536.5688804982994,368.5127868652344,0,0,0,0.0,nula
3553,118.55176666666667,6,1,1,985.2815783498588,800.6581115722656,0,0,0,0.0,nula
3553,118.55176666666667,31,1,1,103.38920621333148,0.0,1,1,1,89.67167886642505,alta
3554,118.58513333333333,4,1,1,536.5784426294374,367.3377990722656,0,0,0,0.0,nula
3554,118.58513333333333,6,1,1,984.7494428282782,803.1647033691406,0,0,0,0.0,nula
3554,118.58513333333333,31,1,1,103.40849294422159,0.0,1,1,1,89.65465046837014,alta
3555,118.6185,4,1,1,536.4361128415478,368.67010498046875,0,0,0,0.0,nula
3555,118.6185,6,1,1,984.5306705965618,801.393310546875,0,0,0,0.0,nula
3556,118.65186666666666,4,1,1,536.2984790520795,368.6376037597656,0,0,0,0.0,nula
3556,118.65186666666666,6,1,1,985.0871780284367,800.6428527832031,0,0,0,0.0,nula
3557,118.68523333333333,4,1,1,536.3037283901009,368.3502197265625,0,0,0,0.0,nula
3557,118.68523333333333,6,1,1,985.6149413103938,802.4716796875,0,0,0,0.0,nula
3558,118.71860000000001,4,1,1,536.3031055769817,368.59051513671875,0,0,0,0.0,nula
3558,118.71860000000001,6,1,1,985.9825810824827,801.6245727539062,0,0,0,0.0,nula
3559,118.75196666666668,4,1,1,536.2956613307044,368.06805419921875,0,0,0,0.0,nula
3559,118.75196666666668,6,1,1,986.3742533730024,798.9472045898438,0,0,0,0.0,nula
3560,118.78533333333334,4,1,1,536.3012494291395,367.9624328613281,0,0,0,0.0,nula
3560,118.78533333333334,6,1,1,986.6469389535423,798.1421813964844,0,0,0,0.0,nula
3561,118.8187,4,1,1,536.3009725799994,367.7904357910156,0,0,0,0.0,nula
3561,118.8187,6,1,1,986.8576029015287,797.4480285644531,0,0,0,0.0,nula
3562,118.85206666666667,4,1,1,536.2281661644206,368.36212158203125,0,0,0,0.0,nula
3562,118.85206666666667,6,1,1,987.0285131490234,797.221435546875,0,0,0,0.0,nula
3563,118.88543333333334,4,1,1,536.2077259410191,368.6578369140625,0,0,0,0.0,nula
3563,118.88543333333334,6,1,1,987.3619707231892,799.2671508789062,0,0,0,0.0,nula
3564,118.9188,4,1,1,536.1243528062203,368.6169128417969,0,0,0,0.0,nula
3564,118.9188,6,1,1,987.4916098656445,799.2829895019531,0,0,0,0.0,nula
3565,118.95216666666667,4,1,1,536.1500988676266,368.7506408691406,0,0,0,0.0,nula
3565,118.95216666666667,6,1,1,987.7082837605501,799.5845031738281,0,0,0,0.0,nula
3566,118.98553333333334,4,1,1,536.1899527676466,368.0921325683594,0,0,0,0.0,nula
3566,118.98553333333334,6,1,1,987.9125454050461,798.4606628417969,0,0,0,0.0,nula
3567,119.0189,4,1,1,536.2641648464117,368.4029235839844,0,0,0,0.0,nula
3567,119.0189,6,1,1,988.0864338136902,800.0802917480469,0,0,0,0.0,nula
3568,119.05226666666667,4,1,1,536.187484159517,367.89617919921875,0,0,0,0.0,nula
3568,119.05226666666667,6,1,1,988.1069233989481,799.55810546875,0,0,0,0.0,nula
3569,119.08563333333333,4,1,1,536.22230920672,367.848388671875,0,0,0,0.0,nula
3569,119.08563333333333,6,1,1,988.1868886326552,799.169921875,0,0,0,0.0,nula
3570,119.119,4,1,1,536.3294691019877,368.1593017578125,0,0,0,0.0,nula
3570,119.119,6,1,1,988.3710016882635,801.9732666015625,0,0,0,0.0,nula
3571,119.15236666666667,4,1,1,536.3629527471203,368.349853515625,0,0,0,0.0,nula
3571,119.15236666666667,6,1,1,988.43972566409,801.686767578125,0,0,0,0.0,nula
3572,119.18573333333333,4,1,1,536.4154764588366,367.89996337890625,0,0,0,0.0,nula
3572,119.18573333333333,6,1,1,988.5086063235397,801.3607788085938,0,0,0,0.0,nula
3573,119.2191,4,1,1,536.4942057353486,368.24652099609375,0,0,0,0.0,nula
3573,119.2191,6,1,1,988.5829421439059,801.0960083007812,0,0,0,0.0,nula
3574,119.25246666666666,4,1,1,536.5898129178772,368.41473388671875,0,0,0,0.0,nula
3574,119.25246666666666,6,1,1,988.6625947380784,801.294677734375,0,0,0,0.0,nula
3575,119.28583333333333,4,1,1,536.5664522122354,367.8333435058594,0,0,0,0.0,nula
3575,119.28583333333333,6,1,1,988.6176805060566,800.6107482910156,0,0,0,0.0,nula
3576,119.3192,4,1,1,536.6626621181426,367.07513427734375,0,0,0,0.0,nula
3576,119.3192,6,1,1,988.6551915359405,800.8924560546875,0,0,0,0.0,nula
3577,119.35256666666668,4,1,1,536.7282005804877,367.36474609375,0,0,0,0.0,nula
3577,119.35256666666668,6,1,1,988.6853262986076,801.6073608398438,0,0,0,0.0,nula
3578,119.38593333333334,4,1,1,536.6787207361649,367.16668701171875,0,0,0,0.0,nula
3578,119.38593333333334,6,1,1,988.6433239354701,801.7974243164062,0,0,0,0.0,nula
3579,119.4193,4,1,1,536.6177484870501,367.59710693359375,0,0,0,0.0,nula
3579,119.4193,6,1,1,988.6073895422082,800.9986572265625,0,0,0,0.0,nula
3580,119.45266666666667,4,1,1,536.5310831836191,367.3211975097656,0,0,0,0.0,nula
3580,119.45266666666667,6,1,1,988.5463748276736,800.2432556152344,0,0,0,0.0,nula
3581,119.48603333333334,4,1,1,536.5273359635091,366.4541320800781,0,0,0,0.0,nula
3581,119.48603333333334,6,1,1,988.5285158536919,800.4596862792969,0,0,0,0.0,nula
3582,119.5194,4,1,1,536.5511738752894,365.9115905761719,0,0,0,0.0,nula
3582,119.5194,6,1,1,988.5123743592471,800.2343444824219,0,0,0,0.0,nula
3583,119.55276666666667,4,1,1,536.6706759982357,367.1233825683594,0,0,0,0.0,nula
3583,119.55276666666667,6,1,1,988.5970006722271,801.1449890136719,0,0,0,0.0,nula
3584,119.58613333333334,4,1,1,536.6445607241236,365.59625244140625,0,0,0,0.0,nula
3584,119.58613333333334,6,1,1,988.5176565260397,800.0368041992188,0,0,0,0.0,nula
3585,119.6195,4,1,1,536.6461527224579,366.49285888671875,0,0,0,0.0,nula
3585,119.6195,6,1,1,988.4228219347145,800.9246826171875,0,0,0,0.0,nula
3586,119.65286666666667,4,1,1,536.732682992478,366.71160888671875,0,0,0,0.0,nula
3586,119.65286666666667,6,1,1,988.4322938349284,801.19384765625,0,0,0,0.0,nula
3587,119.68623333333333,4,1,1,536.8156133508242,366.97161865234375,0,0,0,0.0,nula
3587,119.68623333333333,6,1,1,988.4639763086379,801.3242797851562,0,0,0,0.0,nula
3588,119.7196,4,1,1,536.7586847061884,366.41802978515625,0,0,0,0.0,nula
3588,119.7196,6,1,1,988.3744674579983,800.2709350585938,0,0,0,0.0,nula
3589,119.75296666666667,4,1,1,536.869242392956,366.7442626953125,0,0,0,0.0,nula
3589,119.75296666666667,6,1,1,988.4649575128091,800.7993774414062,0,0,0,0.0,nula
3590,119.78633333333333,4,1,1,536.8106520876323,365.6343994140625,0,0,0,0.0,nula
3590,119.78633333333333,6,1,1,988.4265632063156,800.3436279296875,0,0,0,0.0,nula
3591,119.8197,4,1,1,536.8744432326375,365.5630187988281,0,0,0,0.0,nula
3591,119.8197,6,1,1,988.5119054093147,800.8147277832031,0,0,0,0.0,nula
3592,119.85306666666666,4,1,1,536.8784533765255,365.3266296386719,0,0,0,0.0,nula
3592,119.85306666666666,6,1,1,988.5400489750315,800.6927185058594,0,0,0,0.0,nula
3593,119.88643333333333,4,1,1,536.8537640813187,364.8443603515625,0,0,0,0.0,nula
3593,119.88643333333333,6,1,1,988.5240492946041,799.7727661132812,0,0,0,0.0,nula
3594,119.9198,4,1,1,536.7436654484699,364.11187744140625,0,0,0,0.0,nula
3594,119.9198,6,1,1,988.4423254018291,798.771240234375,0,0,0,0.0,nula
3595,119.95316666666668,4,1,1,536.8246139495599,364.749755859375,0,0,0,0.0,nula
3595,119.95316666666668,6,1,1,988.5415280525212,799.743896484375,0,0,0,0.0,nula
3596,119.98653333333334,4,1,1,536.8514285109273,364.18743896484375,0,0,0,0.0,nula
3596,119.98653333333334,6,1,1,988.5670140998288,799.3618774414062,0,0,0,0.0,nula
3597,120.0199,4,1,1,536.8105056999613,364.27520751953125,0,0,0,0.0,nula
3597,120.0199,6,1,1,988.5794878645995,799.7994995117188,0,0,0,0.0,nula
3598,120.05326666666667,4,1,1,536.8179550460984,364.77569580078125,0,0,0,0.0,nula
3598,120.05326666666667,6,1,1,988.574258919766,800.0985107421875,0,0,0,0.0,nula
3599,120.08663333333334,4,1,1,536.6603028304853,363.8764343261719,0,0,0,0.0,nula
3599,120.08663333333334,6,1,1,988.487789120232,799.4607238769531,0,0,0,0.0,nula
3600,120.12,4,1,1,536.6512300480135,366.4921875,0,0,0,0.0,nula
3600,120.12,6,1,1,988.522287763283,800.506103515625,0,0,0,0.0,nula
3601,120.15336666666667,4,1,1,536.5905971539305,366.3122863769531,0,0,0,0.0,nula
3601,120.15336666666667,6,1,1,988.4793174585092,800.1644592285156,0,0,0,0.0,nula
3602,120.18673333333334,4,1,1,536.5572470954564,366.7483215332031,0,0,0,0.0,nula
3602,120.18673333333334,6,1,1,988.538732293423,800.4091491699219,0,0,0,0.0,nula
3603,120.2201,4,1,1,536.5337010029215,366.09735107421875,0,0,0,0.0,nula
3603,120.2201,6,1,1,988.525450364919,799.733154296875,0,0,0,0.0,nula
3604,120.25346666666667,4,1,1,536.135709061238,364.73284912109375,0,0,0,0.0,nula
3604,120.25346666666667,6,1,1,988.4734389775202,799.4406127929688,0,0,0,0.0,nula
3605,120.28683333333333,4,1,1,535.851093272761,364.904296875,0,0,0,0.0,nula
3605,120.28683333333333,6,1,1,988.4277587551815,800.0176391601562,0,0,0,0.0,nula
3606,120.3202,4,1,1,535.6753745942015,365.07781982421875,0,0,0,0.0,nula
3606,120.3202,6,1,1,988.4709961998141,799.62890625,0,0,0,0.0,nula
3607,120.35356666666667,4,1,1,535.5049555783587,364.70440673828125,0,0,0,0.0,nula
3607,120.35356666666667,6,1,1,988.4700996987992,799.2681884765625,0,0,0,0.0,nula
3608,120.38693333333333,4,1,1,535.6862340852667,365.9555358886719,0,0,0,0.0,nula
3608,120.38693333333333,6,1,1,988.5206357118368,799.5357971191406,0,0,0,0.0,nula
3609,120.4203,4,1,1,535.7257207552408,365.71099853515625,0,0,0,0.0,nula
3609,120.4203,6,1,1,988.4980396777515,798.7025756835938,0,0,0,0.0,nula
3610,120.45366666666666,4,1,1,535.8224937447362,365.84930419921875,0,0,0,0.0,nula
3610,120.45366666666666,6,1,1,988.5031956653387,798.804931640625,0,0,0,0.0,nula
3611,120.48703333333333,4,1,1,535.8686441963914,365.9140625,0,0,0,0.0,nula
3611,120.48703333333333,6,1,1,988.4928364327541,799.1144409179688,0,0,0,0.0,nula
3612,120.5204,4,1,1,535.8929881563718,365.62078857421875,0,0,0,0.0,nula
3612,120.5204,6,1,1,988.488114140599,798.7542724609375,0,0,0,0.0,nula
3612,120.5204,32,1,1,100.47957941293673,0.0,1,1,1,89.95204205870631,alta
3613,120.55376666666668,4,1,1,535.9080429499824,365.4924011230469,0,0,0,0.0,nula
3613,120.55376666666668,6,1,1,988.4792266861624,798.7397766113281,0,0,0,0.0,nula
3613,120.55376666666668,32,1,1,100.50569690205572,0.0,1,1,1,89.943336229,alta
3614,120.58713333333334,4,1,1,535.8493281199203,365.873291015625,0,0,0,0.0,nula
3614,120.58713333333334,6,1,1,988.4270906381242,798.9939575195312,0,0,0,0.0,nula
3615,120.6205,4,1,1,535.6431657715947,365.25457763671875,0,0,0,0.0,nula
3615,120.6205,6,1,1,988.4402112718831,799.8734741210938,0,0,0,0.0,nula
3616,120.65386666666667,4,1,1,535.5376329742555,365.41290283203125,0,0,0,0.0,nula
3616,120.65386666666667,6,1,1,988.4780617383667,800.0509643554688,0,0,0,0.0,nula
3617,120.68723333333334,4,1,1,535.6365549456157,366.00921630859375,0,0,0,0.0,nula
3617,120.68723333333334,6,1,1,988.4615198171025,799.5347900390625,0,0,0,0.0,nula
3618,120.7206,4,1,1,535.5642475074872,365.3819885253906,0,0,0,0.0,nula
3618,120.7206,6,1,1,988.5169550165908,799.5743713378906,0,0,0,0.0,nula
3619,120.75396666666667,4,1,1,535.4247206271393,365.1467590332031,0,0,0,0.0,nula
3619,120.75396666666667,6,1,1,988.5015953176353,799.3384094238281,0,0,0,0.0,nula
3620,120.78733333333334,4,1,1,535.2895760357296,365.0982360839844,0,0,0,0.0,nula
3620,120.78733333333334,6,1,1,988.4684197941555,799.1466369628906,0,0,0,0.0,nula
3620,120.78733333333334,32,1,1,101.93366564769451,0.0,1,1,1,89.47344072791482,alta
3621,120.8207,4,1,1,535.2437541345666,364.91607666015625,0,0,0,0.0,nula
3621,120.8207,6,1,1,988.4276698894421,799.1078491210938,0,0,0,0.0,nula
3622,120.85406666666667,4,1,1,535.2557284501927,365.0361328125,0,0,0,0.0,nula
3622,120.85406666666667,6,1,1,988.4299024832816,799.5750732421875,0,0,0,0.0,nula
3623,120.88743333333333,4,1,1,535.2735472363704,364.9929504394531,0,0,0,0.0,nula
3623,120.88743333333333,6,1,1,988.4679730517546,799.2563171386719,0,0,0,0.0,nula
3623,120.88743333333333,32,1,1,103.0331513463154,,1,0,0,24.440138202356913,baixa
3624,120.9208,4,1,1,535.2308200279786,364.302978515625,0,0,0,0.0,nula
3624,120.9208,6,1,1,988.4157921973906,798.8519897460938,0,0,0,0.0,nula
3624,120.9208,32,1,1,103.67924649228556,0.0,1,1,1,89.48131981671173,alta
3625,120.95416666666667,4,1,1,535.2242060169201,364.783447265625,0,0,0,0.0,nula
3625,120.95416666666667,6,1,1,988.4305339633493,800.0240478515625,0,0,0,0.0,nula
3625,120.95416666666667,32,1,1,104.15266028279717,,1,0,0,24.474270753934235,baixa
3626,120.98753333333333,4,1,1,535.248779946813,365.22906494140625,0,0,0,0.0,nula
3626,120.98753333333333,6,1,1,988.4557501321412,800.5587158203125,0,0,0,0.0,nula
3627,121.0209,4,1,1,535.3617219826143,365.68597412109375,0,0,0,0.0,nula
3627,121.0209,6,1,1,988.4000548948634,799.9627075195312,0,0,0,0.0,nula
3628,121.05426666666666,4,1,1,535.2622687242806,364.82159423828125,0,0,0,0.0,nula
3628,121.05426666666666,6,1,1,988.3239433536296,800.3837890625,0,0,0,0.0,nula
3629,121.08763333333333,4,1,1,535.4369069346044,366.14996337890625,0,0,0,0.0,nula
3629,121.08763333333333,6,1,1,988.3384922579094,800.2870483398438,0,0,0,0.0,nula
3630,121.121,4,1,1,535.5802654056752,366.0602111816406,0,0,0,0.0,nula
3630,121.121,6,1,1,988.3036156035791,798.5838928222656,0,0,0,0.0,nula
3631,121.15436666666668,4,1,1,535.7126999011399,365.87469482421875,0,0,0,0.0,nula
3631,121.15436666666668,6,1,1,988.2840298816725,798.6320190429688,0,0,0,0.0,nula
3632,121.18773333333334,4,1,1,535.7641966363145,366.05352783203125,0,0,0,0.0,nula
3632,121.18773333333334,6,1,1,988.2534311616278,798.7874755859375,0,0,0,0.0,nula
3633,121.2211,4,1,1,535.7576294711519,365.8292541503906,0,0,0,0.0,nula
3633,121.2211,6,1,1,988.1726704392925,798.9515686035156,0,0,0,0.0,nula
3634,121.25446666666667,4,1,1,535.7906188609992,365.778564453125,0,0,0,0.0,nula
3634,121.25446666666667,6,1,1,988.1395791168597,798.6370849609375,0,0,0,0.0,nula
3635,121.28783333333334,4,1,1,535.7871726860586,365.7133483886719,0,0,0,0.0,nula
3635,121.28783333333334,6,1,1,988.0525474436519,798.3115539550781,0,0,0,0.0,nula
3636,121.3212,4,1,1,535.83489475778,365.6278076171875,0,0,0,0.0,nula
3636,121.3212,6,1,1,988.0755311050264,798.196044921875,0,0,0,0.0,nula
3637,121.35456666666667,4,1,1,535.9662951128558,365.94683837890625,0,0,0,0.0,nula
3637,121.35456666666667,6,1,1,988.1501031937037,798.3483276367188,0,0,0,0.0,nula
3638,121.38793333333334,4,1,1,536.013422927669,366.2110595703125,0,0,0,0.0,nula
3638,121.38793333333334,6,1,1,988.1945702604319,798.3685302734375,0,0,0,0.0,nula
3639,121.4213,4,1,1,535.801949729979,365.51409912109375,0,0,0,0.0,nula
3639,121.4213,6,1,1,988.2562012027364,798.8720092773438,0,0,0,0.0,nula
3640,121.45466666666667,4,1,1,535.8153483132567,366.3928527832031,0,0,0,0.0,nula
3640,121.45466666666667,6,1,1,988.1994400789932,798.4445495605469,0,0,0,0.0,nula
3641,121.48803333333333,4,1,1,535.8948590335142,366.1260986328125,0,0,0,0.0,nula
3641,121.48803333333333,6,1,1,988.191074879865,798.2722778320312,0,0,0,0.0,nula
3642,121.5214,4,1,1,535.8757874663312,366.43304443359375,0,0,0,0.0,nula
3642,121.5214,6,1,1,988.1531449312336,798.6778564453125,0,0,0,0.0,nula
3643,121.55476666666667,4,1,1,535.8770009517574,365.8250732421875,0,0,0,0.0,nula
3643,121.55476666666667,6,1,1,988.1149447964426,798.7489624023438,0,0,0,0.0,nula
3644,121.58813333333333,4,1,1,535.8941689444272,366.24322509765625,0,0,0,0.0,nula
3644,121.58813333333333,6,1,1,988.113075684149,798.1302490234375,0,0,0,0.0,nula
3645,121.6215,4,1,1,535.9260503284004,366.9270935058594,0,0,0,0.0,nula
3645,121.6215,6,1,1,988.1204317302125,800.3763732910156,0,0,0,0.0,nula
3646,121.65486666666666,4,1,1,535.8901039046854,366.44085693359375,0,0,0,0.0,nula
3646,121.65486666666666,6,1,1,988.0970293186515,799.90869140625,0,0,0,0.0,nula
3647,121.68823333333333,4,1,1,535.9434028370849,367.1417541503906,0,0,0,0.0,nula
3647,121.68823333333333,6,1,1,988.1665113073768,800.7797546386719,0,0,0,0.0,nula
3648,121.7216,4,1,1,535.979322733995,366.841796875,0,0,0,0.0,nula
3648,121.7216,6,1,1,988.164182706965,800.0919799804688,0,0,0,0.0,nula
3649,121.75496666666668,4,1,1,536.0547370832558,367.073486328125,0,0,0,0.0,nula
3649,121.75496666666668,6,1,1,988.2351641919485,799.8392944335938,0,0,0,0.0,nula
3650,121.78833333333334,4,1,1,536.1357000005505,366.9945983886719,0,0,0,0.0,nula
3650,121.78833333333334,6,1,1,988.2562093849015,799.5264587402344,0,0,0,0.0,nula
3651,121.8217,4,1,1,536.1363643828715,366.612548828125,0,0,0,0.0,nula
3651,121.8217,6,1,1,988.2302326032504,799.77294921875,0,0,0,0.0,nula
3652,121.85506666666667,4,1,1,536.1557213532881,366.5047607421875,0,0,0,0.0,nula
3652,121.85506666666667,6,1,1,988.1851230981382,799.8886108398438,0,0,0,0.0,nula
3653,121.88843333333334,4,1,1,536.1337152982135,366.14129638671875,0,0,0,0.0,nula
3653,121.88843333333334,6,1,1,988.1687588727923,799.3102416992188,0,0,0,0.0,nula
3654,121.9218,4,1,1,536.1427446150195,366.4096374511719,0,0,0,0.0,nula
3654,121.9218,6,1,1,988.1856989309622,799.7763366699219,0,0,0,0.0,nula
3655,121.95516666666667,4,1,1,536.1567219753719,366.5414123535156,0,0,0,0.0,nula
3655,121.95516666666667,6,1,1,988.2320156404567,799.6324157714844,0,0,0,0.0,nula
3656,121.98853333333334,4,1,1,536.146669876566,366.16650390625,0,0,0,0.0,nula
3656,121.98853333333334,6,1,1,988.2723306880542,799.7547607421875,0,0,0,0.0,nula
3657,122.0219,4,1,1,536.099376743561,366.1429443359375,0,0,0,0.0,nula
3657,122.0219,6,1,1,988.2561410545876,800.0242919921875,0,0,0,0.0,nula
3658,122.05526666666667,4,1,1,536.0618511430312,366.1314697265625,0,0,0,0.0,nula
3658,122.05526666666667,6,1,1,988.2470013219445,799.65576171875,0,0,0,0.0,nula
3659,122.08863333333333,4,1,1,535.9936698988249,365.41864013671875,0,0,0,0.0,nula
3659,122.08863333333333,6,1,1,988.2246331100114,799.4465942382812,0,0,0,0.0,nula
3660,122.122,4,1,1,536.2399690001022,366.53216552734375,0,0,0,0.0,nula
3660,122.122,6,1,1,988.4226723983488,799.8933715820312,0,0,0,0.0,nula
3661,122.15536666666667,4,1,1,536.4143215766162,366.5956115722656,0,0,0,0.0,nula
3661,122.15536666666667,6,1,1,988.547819940575,799.8946838378906,0,0,0,0.0,nula
3662,122.18873333333333,4,1,1,536.5530892071039,366.550048828125,0,0,0,0.0,nula
3662,122.18873333333333,6,1,1,988.687272888532,800.0930786132812,0,0,0,0.0,nula
3663,122.2221,4,1,1,536.6702124335573,366.1336364746094,0,0,0,0.0,nula
3663,122.2221,6,1,1,988.7407066927005,799.8267517089844,0,0,0,0.0,nula
3664,122.25546666666666,4,1,1,536.7662991008071,367.1788330078125,0,0,0,0.0,nula
3664,122.25546666666666,6,1,1,988.8561160010031,800.714599609375,0,0,0,0.0,nula
3665,122.28883333333333,4,1,1,536.9588407183944,366.9500732421875,0,0,0,0.0,nula
3665,122.28883333333333,6,1,1,988.8972229924437,800.3130493164062,0,0,0,0.0,nula
3666,122.3222,4,1,1,537.1177531788134,367.1659851074219,0,0,0,0.0,nula
3666,122.3222,6,1,1,988.9351901014661,800.4303894042969,0,0,0,0.0,nula
3667,122.35556666666668,4,1,1,537.2419440140909,366.8045654296875,0,0,0,0.0,nula
3667,122.35556666666668,6,1,1,988.9779352251621,800.5672607421875,0,0,0,0.0,nula
3668,122.38893333333334,4,1,1,537.4788053908603,366.7472839355469,0,0,0,0.0,nula
3668,122.38893333333334,6,1,1,989.0941672310215,801.0336608886719,0,0,0,0.0,nula
3669,122.4223,4,1,1,537.6396782210591,366.31280517578125,0,0,0,0.0,nula
3669,122.4223,6,1,1,989.1241944239705,800.446533203125,0,0,0,0.0,nula
3670,122.45566666666667,4,1,1,537.8541230332129,365.74908447265625,0,0,0,0.0,nula
3670,122.45566666666667,6,1,1,989.1972920174632,801.197509765625,0,0,0,0.0,nula
3671,122.48903333333334,4,1,1,537.9920443874696,366.00274658203125,0,0,0,0.0,nula
3671,122.48903333333334,6,1,1,989.1890186892933,801.3643798828125,0,0,0,0.0,nula
3672,122.5224,4,1,1,538.2772108842003,366.1327819824219,0,0,0,0.0,nula
3672,122.5224,6,1,1,989.2361444827579,801.2162170410156,0,0,0,0.0,nula
3673,122.55576666666667,4,1,1,538.5840447128018,366.6385498046875,0,0,0,0.0,nula
