track_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,mean_person_distance_px,mean_hand_distance_px,near_ratio,contact_ratio,mean_score,label
295,29086,29099,970.5028666666667,970.9366333333334,0.46713333333333334,183.04974387016406,24.345755440848215,1.0,0.7857142857142857,66.58725669560236,media
295,29110,29137,971.3036666666667,972.2045666666667,0.9342666666666667,182.0902054004026,95.65215410505023,1.0,0.0,33.46573276462677,baixa
300,28780,28808,960.2926666666667,961.2269333333334,0.9342666666666446,110.0404278693056,0.0,1.0,1.0,89.74786280073997,alta
301,28821,28855,961.6607,962.7951666666667,1.1344666666666399,137.69716210355807,0.0,1.0,1.0,88.03577041269384,alta
303,28830,28863,961.961,963.0621,1.1344666666666667,275.0306159331564,36.05678221758674,1.0,0.6470588235294118,49.552744155226954,media
303,28865,28892,963.1288333333333,964.0297333333333,0.9008999999999787,288.01452939736595,41.77130046643709,1.0,0.5263157894736842,49.97383864904686,media
303,28894,28909,964.0964666666666,964.5969666666667,0.5338666666666667,285.3390401132633,49.544517993927,1.0,0.4375,44.54159424145325,baixa
306,28934,28963,965.4311333333334,966.3987666666667,1.0010000000000001,173.5996529203279,0.0,1.0,1.0,82.51072058832258,alta
306,28969,28984,966.5989666666667,967.0994666666667,0.5338666666666667,204.91523053124408,4.035541534423828,1.0,1.0,79.60138020466346,alta
307,28935,28964,965.4645,966.4321333333334,1.0010000000000001,243.450339078255,1.0520060221354166,1.0,1.0,73.69658304739012,media
310,29110,29137,971.3036666666667,972.2045666666667,0.9342666666666667,219.70954202874879,0.0,1.0,1.0,78.51345975704237,alta
310,29295,29313,977.4765,978.0771,0.6339666666666667,217.67606385499437,0.0,1.0,1.0,78.0040123855216,alta
313,29288,29313,977.2429333333333,978.0771,0.834166666666647,145.14162823272312,6.682612419128418,1.0,1.0,81.41515143792516,alta
313,29323,29702,978.4107666666666,991.0567333333333,12.645966666666709,222.38236717194587,8.093980371480253,1.0,0.9577836411609498,69.59431537582378,media
314,29295,29313,977.4765,978.0771,0.6005999999999858,146.34406672285286,1.2025127410888672,1.0,1.0,82.93110025841443,alta
315,29323,29374,978.4107666666666,980.1124666666667,1.7017000000000735,110.64341604661726,0.0,1.0,1.0,89.1220299562278,alta
317,29354,29879,979.4451333333334,996.9626333333333,17.517499999999927,165.98559028407095,15.475269070308663,1.0,0.8762278978388998,76.3488554722048,alta
317,29882,29911,997.0627333333333,998.0303666666667,1.0010000000000001,260.35716962561605,119.56225077311198,1.0,0.0,22.707125624919193,baixa
317,29916,29952,998.1972000000001,999.3984,1.2345666666666666,246.33705088693378,120.0557119008657,1.0,0.0,23.210336155569106,baixa
317,30105,30228,1004.5035,1008.6076,4.137466666666667,173.38444229180246,31.955210039692542,1.0,0.6774193548387096,64.87184542642,media
317,30251,30273,1009.3750333333334,1010.1091,0.7674333333333333,160.52843674204672,50.456661721934445,1.0,0.17391304347826086,46.010100150808604,media
318,29372,29406,980.0457333333334,981.1802,1.1344666666666399,31.396694993135124,0.0,1.0,1.0,96.90676737267208,alta
320,29703,29726,991.0901,991.8575333333333,0.8008000000000001,215.3197373112707,0.9057165781656901,1.0,0.9583333333333334,76.63972389676633,alta
321,29726,29797,991.8575333333333,994.2265666666667,2.369033333333391,204.51506220041625,17.209471366774867,1.0,1.0,67.54377737887063,media
322,29758,29820,992.9252666666666,994.994,2.068733333333398,204.10164329079117,0.11632492963005514,1.0,1.0,79.04842796695002,alta
323,29819,29894,994.9606333333334,997.4631333333333,2.5358666666666667,185.9451348437752,0.0,1.0,1.0,81.38071390243965,alta
323,29896,29911,997.5298666666666,998.0303666666667,0.5338666666666667,207.17934824227405,0.0,1.0,1.0,81.54266676391455,alta
323,29916,29954,998.1972000000001,999.4651333333334,1.3013000000000001,184.14321203704336,0.0,1.0,1.0,81.58080104510438,alta
323,30006,30029,1001.2002,1001.9676333333333,0.8008000000000001,190.75189698330584,0.0,1.0,1.0,80.75529771528399,alta
323,30057,30074,1002.9019000000001,1003.4691333333334,0.6006,209.4182883935276,0.0,1.0,1.0,81.4011147956178,alta
323,30077,30230,1003.5692333333334,1008.6743333333334,5.138466666666667,199.4283643206673,0.0,1.0,1.0,80.41351050953178,alta
323,30245,30272,1009.1748333333334,1010.0757333333333,0.9342666666666667,197.677285837303,0.0,1.0,1.0,80.63963355026338,alta
325,30209,30230,1007.9736333333334,1008.6743333333334,0.7340666666666666,107.95110157858853,5.6809303977272725,1.0,1.0,83.93818687632702,alta
325,30245,30271,1009.1748333333334,1010.0423666666667,0.8675333333333128,143.65273948806728,29.171632654526654,1.0,0.8235294117647058,66.79377945506656,media
328,30435,30599,1015.5145,1020.9866333333333,5.472133333333318,162.710106917924,0.0,1.0,1.0,84.0715651737731,alta
328,30617,30722,1021.5872333333333,1025.0907333333334,3.5368666666666666,190.89912292057664,50.22077884314195,1.0,0.5660377358490566,57.03418848255283,media
328,30796,30824,1027.5598666666667,1028.4941333333334,0.9676333333333333,248.70658555603413,134.69508835365033,1.0,0.0,20.617448010776872,baixa
328,31002,31066,1034.4334000000001,1036.5688666666667,2.168833333333333,191.51626548591742,42.530890362079326,1.0,0.6307692307692307,59.609545139995866,media
